epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
286,16593.6,0.5868,0.70228,0.27328,0.00144,0.13012,0.94647,0.88262,0.92702,0.84908,0.94323,0.87322,0.9186,0.75717,0.78094,1.38837,0.75284,0.00243,0,0.0223903,0.00746342,0.0223903,0.00746342,0.0223903,0.00746342,0.0223903,0.00746342
287,16651,0.58471,0.71262,0.2753,0.00136,0.11389,0.94038,0.89904,0.92572,0.84624,0.93033,0.88949,0.91187,0.75284,0.77617,1.37354,0.74279,0.00245,0,0.0223593,0.00745311,0.0223593,0.00745311,0.0223593,0.00745311,0.0223593,0.00745311
288,16709.9,0.58353,0.72492,0.27917,0.00137,0.14603,0.93946,0.89166,0.92455,0.85034,0.94805,0.86985,0.91606,0.7612,0.77428,1.36906,0.7593,0.00246,0,0.0223284,0.00744281,0.0223284,0.00744281,0.0223284,0.00744281,0.0223284,0.00744281
289,16766.9,0.58441,0.73342,0.28026,0.00139,0.13679,0.94789,0.86088,0.92214,0.84367,0.94413,0.85336,0.9124,0.75126,0.77608,1.36858,0.76358,0.00245,0,0.0222975,0.00743251,0.0222975,0.00743251,0.0222975,0.00743251,0.0222975,0.00743251
290,16823.6,0.56931,0.71926,0.27381,0.00137,0.12853,0.94517,0.89375,0.92716,0.8504,0.93689,0.8858,0.91742,0.75627,0.77606,1.37098,0.74042,0.00245,0,0.0222666,0.0074222,0.0222666,0.0074222,0.0222666,0.0074222,0.0222666,0.0074222
291,16881.3,0.58602,0.72247,0.27684,0.00133,0.12975,0.94438,0.88934,0.92512,0.84877,0.93735,0.88219,0.91684,0.76009,0.78146,1.3923,0.74598,0.00243,0,0.0222357,0.0074119,0.0222357,0.0074119,0.0222357,0.0074119,0.0222357,0.0074119
292,16940.2,0.59966,0.72457,0.28246,0.00133,0.14672,0.93525,0.88883,0.92568,0.84767,0.92491,0.87852,0.91307,0.75842,0.77666,1.39963,0.74843,0.00243,0,0.0222048,0.00740159,0.0222048,0.00740159,0.0222048,0.00740159,0.0222048,0.00740159
293,16997.5,0.58672,0.71206,0.27786,0.00138,0.13147,0.93996,0.89463,0.92572,0.84587,0.9304,0.8854,0.91261,0.75602,0.78024,1.37129,0.75216,0.00248,0,0.0221739,0.00739129,0.0221739,0.00739129,0.0221739,0.00739129,0.0221739,0.00739129
294,17055.8,0.59889,0.71492,0.2836,0.00133,0.12946,0.93734,0.9023,0.92964,0.85032,0.92708,0.89214,0.91699,0.75496,0.78254,1.37452,0.75375,0.00247,0,0.022143,0.00738099,0.022143,0.00738099,0.022143,0.00738099,0.022143,0.00738099
295,17113.7,0.57519,0.7045,0.27245,0.00133,0.13013,0.94619,0.87438,0.92496,0.84687,0.93618,0.86497,0.91216,0.7545,0.77334,1.34872,0.77357,0.00243,0,0.022112,0.00737068,0.022112,0.00737068,0.022112,0.00737068,0.022112,0.00737068
296,17171.1,0.57713,0.71709,0.27387,0.00138,0.13583,0.9464,0.88277,0.92478,0.8482,0.93937,0.87139,0.91273,0.7599,0.77358,1.3582,0.76928,0.00244,0,0.0220811,0.00736038,0.0220811,0.00736038,0.0220811,0.00736038,0.0220811,0.00736038
297,17229.9,0.58928,0.72106,0.27623,0.00131,0.13456,0.94393,0.89443,0.92881,0.8487,0.93408,0.88448,0.9171,0.75696,0.78053,1.35713,0.74538,0.00243,0,0.0220502,0.00735008,0.0220502,0.00735008,0.0220502,0.00735008,0.0220502,0.00735008
298,17286.9,0.57941,0.70334,0.27422,0.00132,0.13397,0.94328,0.89333,0.92837,0.84886,0.93432,0.88387,0.91274,0.75923,0.7798,1.37971,0.74617,0.00244,0,0.0220193,0.00733977,0.0220193,0.00733977,0.0220193,0.00733977,0.0220193,0.00733977
299,17343.8,0.57795,0.71308,0.27164,0.00141,0.14368,0.93119,0.89583,0.93132,0.85329,0.92179,0.88653,0.91595,0.76273,0.7829,1.37953,0.76601,0.00247,0,0.0219884,0.00732947,0.0219884,0.00732947,0.0219884,0.00732947,0.0219884,0.00732947
